caption,likes,comments,saves,shares,reach,impressions,watch_time,followers,hashtags,timestamp,content_type,topic,posting_hour,day_of_week,posting_time,engagement_score,estimated_likes_uplift,estimated_reach_uplift,post_description
Loving every live-recorded music second 🎵,2165,305,1052,417,26639,78866,8.59,99999,#singersongwriter #musicvideo #newmusic #nowplaying,2025-12-31 03:38:48,image,music,3,Wednesday,night,10269.93,-57.84,-42.44,loving every live recorded music singersongwriter
The layered music commitment i made and kept 🎸,2686,266,1551,572,18690,39802,9.99,26045,#musicproduction #musiccommunity #spotify #musicstudio,2025-07-07 22:07:14,image,music,22,Monday,night,11183.56,-47.7,-59.62,layered music commitment made kept musicproduction
The atmospheric beauty of music every single time 🎸,2579,153,1035,491,25448,80800,15.28,30910,#musicstudio #livemusic #soundtrack #playlist,2025-01-15 07:23:30,carousel,music,7,Wednesday,morning,10853.4,-49.78,-45.01,atmospheric beauty music every single musicstudio
The atmospheric music process is as good as the result 🎶,19776,1060,5651,2326,117205,383665,19.79,51729,#newmusic #indiemusic #musicproduction #playlist,2025-06-07 01:06:17,reel,music,1,Saturday,night,61077.2,285.09,153.25,atmospheric music process good result newmusic
The timeless simplicity of music is the point 🎧,6385,132,3380,1091,42874,102334,19.65,65078,#indiemusic #instamusic #musicstudio #beatmaker,2025-02-26 22:52:10,carousel,music,22,Wednesday,night,25011.72,24.33,-7.36,timeless simplicity music point indiemusic instamusic
Raw music is the investment worth making 🎵,9272,285,5471,2305,72239,112824,2.28,55890,#musicfestival #musicproduction #songwriting #musically,2025-06-09 06:10:18,carousel,music,6,Monday,morning,39596.67,80.55,56.09,music investment worth making musicfestival musicproduction
Percussive music always brings me back to myself 🎸,1847,179,848,274,6800,19418,8.0,50311,#newrelease #instamusic #musicstudio #musiclover,2025-10-02 04:16:49,carousel,music,4,Thursday,night,6135.54,-64.03,-85.31,percussive music always brings back newrelease
The layered music version of a perfect day 🎵,684,50,189,204,4891,9574,9.22,45144,#musicfans #musiclover #musician #musicfestival,2025-09-25 02:47:48,image,music,2,Thursday,night,2394.77,-86.68,-89.43,layered music version perfect musicfans musiclover
Living for layered music vibes 🎶,19776,427,3766,1558,171856,298088,17.46,73450,#recording #newrelease #soundtrack #musician,2025-08-19 01:31:41,image,music,1,Tuesday,night,53283.44,285.09,271.34,living layered music vibes recording newrelease
The haunting side of music most miss 🎸,2623,466,1446,604,39262,127165,23.59,99999,#playlist #musically #singersongwriter #instamusic,2025-05-30 03:51:15,reel,music,3,Friday,night,14551.05,-48.92,-15.16,haunting side music most miss playlist
Raw music and zero compromises 🎶,1434,275,493,77,16233,51613,6.38,59190,#independentartist #beatmaker #musicfestival #newrelease,2025-03-11 14:03:12,image,music,14,Tuesday,afternoon,5504.04,-72.08,-64.92,music zero compromises independentartist beatmaker musicfestival
Hypnotic music and zero compromises 🎶,2072,335,1121,124,14581,44361,29.07,43802,#musicgram #bandlife #musician #musicproduction,2025-08-26 10:28:04,reel,music,10,Tuesday,morning,7866.88,-59.65,-68.49,hypnotic music zero compromises musicgram bandlife
Powerful music taught me more than school 🎸,4782,682,2217,495,49768,144115,3.53,67293,#musicvideo #recording #musicislife #songwriting,2025-09-14 02:20:44,image,music,2,Sunday,night,19729.85,-6.88,7.54,powerful music taught more than musicvideo
Melancholic music is the answer always 🎶,2337,134,287,240,20624,68321,24.5,30950,#independentartist #instamusic #soundtrack #playlist,2025-07-13 19:26:13,image,music,19,Sunday,evening,6998.83,-54.49,-55.44,melancholic music answer always independentartist instamusic
The mesmerizing music community lifted me up 🎶,19776,868,6473,2539,76342,255210,10.81,51833,#songwriting #soundtrack #spotify #musician,2025-09-18 11:59:15,carousel,music,11,Thursday,morning,58285.4,285.09,64.96,mesmerizing music community lifted songwriting soundtrack
The soulful power of music is underrated 🎵,858,154,95,223,3003,4751,7.97,27938,#newrelease #soundtrack #musicstudio #livemusic,2025-09-16 01:24:12,image,music,1,Tuesday,night,2104.6800000000003,-83.29,-93.51,soulful power music underrated newrelease soundtrack
The ethereal power of music is underrated 🎵,19776,952,11142,5471,65711,219358,21.94,99999,#recording #musicianlife #newmusic #musicgram,2025-12-08 08:46:38,image,music,8,Monday,morning,79481.29000000001,285.09,41.99,ethereal power music underrated recording musicianlife
The cinematic details in music matter most 🎧,4464,520,716,470,46260,82468,26.78,34973,#nowplaying #bandlife #musicalbum #newrelease,2025-11-02 01:17:27,carousel,music,1,Sunday,night,12809.04,-13.07,-0.04,cinematic details music matter most nowplaying
This powerful music life is everything 🎧,4443,732,1877,583,55174,176486,19.28,41435,#livemusic #musicfans #musicgram #beatmaker,2025-12-03 10:15:01,image,music,10,Wednesday,morning,19876.28,-13.48,19.22,this powerful music life everything livemusic
The orchestral music routine is locked in now 🎶,5933,134,767,968,54268,182115,13.82,59429,#beatmaker #livemusic #musicproduction #musicproducer,2025-06-18 19:45:48,carousel,music,19,Wednesday,evening,19314.85,15.53,17.26,orchestral music routine locked beatmaker livemusic
The mesmerizing magic of music every time 🎵,2867,491,377,305,38204,65099,10.87,46797,#newrelease #soundtrack #songwriting #musically,2025-02-10 02:35:48,carousel,music,2,Monday,night,8776.17,-44.17,-17.45,mesmerizing magic music every time newrelease
Lo-fi music and i cannot be stopped 🎶,2289,323,598,420,15090,44318,5.2,82594,#musicproducer #newrelease #music #musicianlife,2025-06-19 18:47:48,carousel,music,18,Thursday,evening,7427.04,-55.43,-67.39,music cannot stopped musicproducer newrelease
The raw music momentum is building 🎵,2365,347,1315,429,11305,34907,15.8,99999,#musically #musicgram #musicfans #musicianlife,2025-12-10 05:59:40,carousel,music,5,Wednesday,morning,9209.46,-53.95,-75.57,music momentum building musically musicgram musicfans
Minimal music and zero regrets 🎧,19776,3490,2721,3975,198405,604964,21.56,39813,#soundtrack #musicproduction #musically #independentartist,2025-07-17 08:40:55,carousel,music,8,Thursday,morning,67933.17,285.09,328.71,minimal music zero regrets soundtrack musicproduction
Analog music is what i choose every time 🎶,1933,259,914,126,15327,26564,2.35,47715,#musicvideo #music #musicfestival #indiemusic,2025-06-14 18:44:23,reel,music,18,Saturday,evening,6616.27,-62.36,-66.88,analog music what choose every musicvideo
Every haunting music day is a gift 🎸,1380,115,323,228,13812,27449,14.1,78291,#musicvideo #musicgram #recording #playlist,2025-11-22 01:46:38,carousel,music,1,Saturday,night,4547.07,-73.13,-70.16,every haunting music gift musicvideo musicgram
This cinematic music session was different 🎵,12349,359,5726,2724,84195,133539,23.87,99305,#newmusic #musicalbum #musicproduction #songwriting,2025-12-13 09:48:24,image,music,9,Saturday,morning,45914.92,140.47,81.93,this cinematic music session different newmusic
The cinematic music chapter of my life 🎵,2322,162,1280,658,13178,24627,19.07,43422,#nowplaying #bandlife #instamusic #musicvideo,2025-02-17 17:41:07,reel,music,17,Monday,evening,9533.71,-54.78,-71.53,cinematic music chapter life nowplaying bandlife
The analog music season of my life 🎵,273,48,104,20,2895,10056,2.76,34156,#newrelease #musicgram #independentartist #beatmaker,2025-11-23 13:16:48,reel,music,13,Sunday,afternoon,1091.43,-94.68,-93.74,analog music season life newrelease musicgram
Infectious music and i never felt more like myself 🎵,974,158,335,51,13460,26924,21.07,26662,#newrelease #newmusic #musiclover #musicfestival,2025-08-21 07:01:20,carousel,music,7,Thursday,morning,3612.72,-81.03,-70.92,infectious music never felt more newrelease
Obsessed with powerful music always 🎵,1661,75,995,156,11125,33413,12.45,41400,#musicproducer #musicstudio #musicfans #musicfestival,2025-07-23 13:22:06,image,music,13,Wednesday,afternoon,6672.639999999999,-67.66,-75.96,obsessed with powerful music always musicproducer
My dischordant music journey continues 🎧,2893,278,1053,854,28390,63416,18.24,99999,#musicianlife #musicproducer #musicalbum #musiccommunity,2025-12-13 06:58:43,carousel,music,6,Saturday,morning,11935.98,-43.67,-38.66,dischordant music journey continues musicianlife musicproducer
Warm music and the consistency compounds 🎧,12071,491,3449,1075,54736,96297,9.42,26405,#independentartist #musicproduction #musicvideo #musically,2025-08-24 19:03:51,carousel,music,19,Sunday,evening,31268.71,135.05,18.27,warm music consistency compounds independentartist musicproduction
The hypnotic music community lifted me up 🎶,4982,171,1642,847,57707,108917,7.93,31575,#singersongwriter #musicfans #musiclover #musically,2025-09-06 05:07:38,carousel,music,5,Saturday,morning,18601.86,-2.99,24.69,hypnotic music community lifted singersongwriter musicfans
The tender simplicity of music is the point 🎧,3559,410,533,190,39759,95817,3.42,99999,#soundtrack #musicproducer #beatmaker #livemusic,2025-05-31 07:29:36,reel,music,7,Saturday,morning,10590.46,-30.7,-14.09,tender simplicity music point soundtrack musicproducer
Live-recorded music taught me more than school 🎸,1663,165,269,452,8934,30360,9.17,28479,#musicfestival #musicalbum #musicianlife #musicfans,2025-06-23 21:39:59,image,music,21,Monday,evening,5183.5,-67.62,-80.7,live recorded music taught more musicfestival
My orchestral relationship with music 🎵,3170,226,1248,797,24207,84123,29.66,99999,#music #musicalbum #singersongwriter #indiemusic,2025-01-10 00:57:19,reel,music,0,Friday,night,13039.04,-38.27,-47.69,orchestral relationship with music musicalbum singersongwriter
Loving every orchestral music second 🎵,19776,2667,2717,2479,173856,567823,29.59,34931,#indiemusic #bandlife #musicislife #newmusic,2025-04-15 03:22:13,carousel,music,3,Tuesday,night,61091.490000000005,285.09,275.66,loving every orchestral music second indiemusic
Digital music requires melancholic patience 🎵,3490,691,1683,907,35934,82558,13.46,57038,#independentartist #music #instamusic #indiemusic,2025-03-24 21:38:49,reel,music,21,Monday,evening,15533.44,-32.04,-22.35,digital music requires melancholic patience independentartist
Obsessed with haunting music always 🎵,541,79,140,104,7326,22974,5.52,21766,#bandlife #playlist #newrelease #musicfans,2025-11-28 04:40:00,reel,music,4,Friday,night,2328.52,-89.47,-84.17,obsessed with haunting music always bandlife
Percussive music is self-care in disguise 🎶,4400,794,1625,432,48197,124633,15.87,39869,#musically #musician #newrelease #musiclover,2025-09-28 21:31:36,image,music,21,Sunday,evening,16719.84,-14.32,4.14,percussive music self care disguise musically
Orchestral music is my non-negotiable 🎧,554,102,109,92,4686,12177,2.58,71527,#musicgram #recording #musician #instamusic,2025-07-24 01:34:11,carousel,music,1,Thursday,night,1756.61,-89.21,-89.87,orchestral music negotiable musicgram recording musician
The minimal music way of life fits perfectly 🎸,3207,611,1178,460,42265,93314,23.64,49332,#musicfans #musician #newmusic #musicgram,2025-10-20 04:07:30,image,music,4,Monday,night,13033.67,-37.55,-8.67,minimal music life fits perfectly musicfans
Deep in haunting music thoughts 🎵,800,101,413,106,4600,11873,7.09,19177,#bandlife #livemusic #beatmaker #newmusic,2025-01-12 15:29:59,carousel,music,15,Sunday,afternoon,2943.19,-84.42,-90.06,deep haunting music thoughts bandlife livemusic
Live-recorded music session logged and proud 🎵,1454,192,563,251,13829,45502,2.94,50351,#musicvideo #musicfans #instamusic #playlist,2025-10-27 13:11:33,reel,music,13,Monday,afternoon,5952.51,-71.69,-70.12,live recorded music session logged musicvideo
Analog music is the constant in my chaos 🎵,1273,65,263,299,7749,15012,16.96,26811,#musicvideo #musicfestival #indiemusic #instamusic,2025-05-31 10:11:51,carousel,music,10,Saturday,morning,3796.81,-75.21,-83.26,analog music constant chaos musicvideo musicfestival
Minimal music is a forever thing 🎵,1907,321,727,552,6162,19485,7.43,49975,#newmusic #musiclover #nowplaying #songwriting,2025-08-29 01:39:30,carousel,music,1,Friday,night,6636.65,-62.87,-86.69,minimal music forever thing newmusic musiclover
This tender music setup is everything 🎧,16279,1153,7391,4106,81066,175830,14.15,53243,#musicfans #musicalbum #recording #livemusic,2025-05-25 20:50:11,carousel,music,20,Sunday,evening,60098.2,216.99,75.17,this tender music setup everything musicfans
The electrifying music process is as good as the result 🎶,512,62,70,84,5210,17678,12.61,16119,#nowplaying #newmusic #singersongwriter #musicstudio,2025-10-16 06:39:20,image,music,6,Thursday,morning,1764.84,-90.03,-88.74,electrifying music process good result nowplaying
The warm music commitment i made and kept 🎸,156,7,72,28,775,2100,12.16,59094,#playlist #instamusic #livemusic #musicproduction,2025-12-23 19:53:11,image,music,19,Tuesday,evening,557.75,-96.96,-98.33,warm music commitment made kept playlist
Studio-perfect music is a lifestyle not a hobby 🎧,843,168,91,99,7582,17726,14.1,64461,#musicfans #instamusic #songwriting #beatmaker,2025-05-25 15:26:08,image,music,15,Sunday,afternoon,2323.88,-83.58,-83.62,studio perfect music lifestyle hobby musicfans
The universal simplicity of music is the point 🎧,12283,1119,5013,2137,54169,112947,26.72,67826,#instamusic #musiclover #beatmaker #musicstudio,2025-08-14 12:14:07,image,music,12,Thursday,afternoon,39829.86,139.18,17.05,universal simplicity music point instamusic musiclover
Genre-bending music and the brain fog clears instantly 🎸,2269,258,916,245,13761,20714,2.82,99999,#music #musicislife #musicianlife #spotify,2025-02-08 06:11:29,image,music,6,Saturday,morning,7061.47,-55.82,-70.27,genre bending music brain clears musicislife
Tender music always brings me back to myself 🎸,1714,80,324,486,24258,81409,27.53,29829,#musiclover #musicstudio #beatmaker #musicalbum,2025-08-30 08:06:33,image,music,8,Saturday,morning,7799.17,-66.62,-47.58,tender music always brings back musiclover
The hypnotic simplicity of music is the point 🎧,4448,257,920,456,47857,138280,28.87,75011,#singersongwriter #songwriting #music #nowplaying,2025-03-12 17:10:13,carousel,music,17,Wednesday,evening,15117.25,-13.39,3.41,hypnotic simplicity music point singersongwriter songwriting
Digital music keeps me centered always 🎸,133,15,71,7,1761,5633,3.93,90293,#musicvideo #recording #musiccommunity #soundtrack,2025-12-16 16:39:36,image,music,16,Tuesday,afternoon,624.04,-97.41,-96.19,digital music keeps centered always musicvideo
The universal music way of life fits perfectly 🎸,424,33,54,30,4041,8697,26.67,15856,#musicvideo #musicgram #livemusic #musiccommunity,2025-09-05 13:16:22,image,music,13,Friday,afternoon,1138.96,-91.74,-91.27,universal music life fits perfectly musicvideo
Universal music taught me more than school 🎸,1972,378,214,199,24231,84327,10.5,27323,#musically #nowplaying #spotify #musicfestival,2025-02-08 16:48:51,reel,music,16,Saturday,afternoon,6952.360000000001,-61.6,-47.64,universal music taught more than musically
Analog music and the rest falls into place 🎶,4909,710,1725,456,22685,48444,9.59,59633,#singersongwriter #soundtrack #livemusic #nowplaying,2025-06-07 20:24:36,image,music,20,Saturday,evening,14039.57,-4.41,-50.98,analog music rest falls into singersongwriter
Layered music is where i find my edge 🎵,4316,723,1979,577,29271,61689,5.16,96122,#musicislife #singersongwriter #newmusic #musically,2025-04-10 06:20:54,image,music,6,Thursday,morning,15298.22,-15.96,-36.75,layered music where find edge musicislife
Soulful music is the investment worth making 🎵,2041,146,962,318,22612,44802,17.87,59996,#musicalbum #music #musicislife #independentartist,2025-10-07 13:09:45,reel,music,13,Tuesday,afternoon,8355.66,-60.26,-51.14,soulful music investment worth making musicalbum
The timeless music version of a perfect day 🎵,402,9,209,107,4028,9983,20.76,83139,#musicislife #musiccommunity #musicfestival #musicvideo,2025-02-10 11:09:41,carousel,music,11,Monday,morning,1850.89,-92.17,-91.3,timeless music version perfect musicislife musiccommunity
Universal music every single week 🎸,1633,260,810,329,5233,8839,10.2,41930,#musicalbum #musicstudio #newrelease #livemusic,2025-11-27 03:31:16,carousel,music,3,Thursday,night,5576.82,-68.2,-88.69,universal music every single week musicalbum
Studio-perfect music is my non-negotiable 🎧,1976,291,786,172,15524,41795,28.79,46408,#musicvideo #musicstudio #musically #spotify,2025-05-18 10:53:49,image,music,10,Sunday,morning,6880.049999999999,-61.52,-66.46,studio perfect music negotiable musicvideo musicstudio
Another live-recorded music moment 🎵,1913,146,591,358,11065,33671,20.11,14904,#musicstudio #indiemusic #musically #musicislife,2025-10-24 02:26:24,reel,music,2,Friday,night,6323.38,-62.75,-76.09,another live recorded music moment musicstudio
This genre-bending music phase is my favorite so far 🎵,13203,1015,1775,2116,196200,598051,9.96,34279,#soundtrack #musicvideo #playlist #musicgram,2025-10-10 08:50:28,image,music,8,Friday,morning,52627.53,157.1,323.94,this genre bending music phase soundtrack
Vibrant music and i found our rhythm 🎶,1902,107,537,382,24280,57492,10.7,44083,#instamusic #singersongwriter #bandlife #soundtrack,2025-03-23 08:45:08,carousel,music,8,Sunday,morning,7597.76,-62.96,-47.54,vibrant music found rhythm instamusic singersongwriter
Nothing like emotional music to reset 🎸,5593,907,2729,1012,17372,54534,13.36,37379,#indiemusic #playlist #musiclover #musicgram,2025-09-18 05:56:32,image,music,5,Thursday,morning,19320.620000000003,8.91,-62.46,nothing like emotional music reset indiemusic
The melancholic music community is unmatched 🎶,10711,1026,2160,1337,138232,289645,18.83,99999,#musicgram #musicfestival #musicianlife #musically,2025-11-23 18:09:46,reel,music,18,Sunday,evening,36802.95,108.57,198.69,melancholic music community unmatched musicgram musicfestival
The cinematic simplicity of music is the point 🎧,19776,3641,2640,5219,197953,434714,24.72,56344,#independentartist #musician #musicfestival #nowplaying,2025-06-13 13:56:40,image,music,13,Friday,afternoon,66292.07,285.09,327.73,cinematic simplicity music point independentartist musician
The universal music community is unmatched 🎶,1492,294,790,207,15787,45234,11.5,35179,#songwriting #musicalbum #independentartist #recording,2025-02-08 11:20:21,reel,music,11,Saturday,morning,6629.37,-70.95,-65.89,universal music community unmatched songwriting musicalbum
The infectious music momentum is building 🎵,1912,374,725,367,18332,28800,18.19,30699,#nowplaying #beatmaker #instamusic #musicgram,2025-06-19 18:14:16,carousel,music,18,Thursday,evening,6968.6,-62.77,-60.39,infectious music momentum building nowplaying beatmaker
Electrifying music energy today and every day 🎶,4909,367,1934,1039,60197,128197,28.21,43280,#musicislife #recording #instamusic #musically,2025-04-22 05:14:25,image,music,5,Tuesday,morning,20683.76,-4.41,30.07,electrifying music energy today every musicislife
Atmospheric music and i am at peace 🎸,2923,570,422,754,12092,18309,6.59,41384,#livemusic #musicgram #newmusic #recording,2025-06-03 17:40:25,image,music,17,Tuesday,evening,7604.87,-43.08,-73.87,atmospheric music peace livemusic musicgram newmusic
Digital music and grateful for it 🎵,5122,256,2575,1367,49952,87220,7.98,56430,#songwriting #bandlife #newrelease #spotify,2025-08-23 07:09:13,carousel,music,7,Saturday,morning,22062.2,-0.26,7.94,digital music grateful songwriting bandlife newrelease
The soulful music way of life fits perfectly 🎸,1950,313,548,304,18277,58639,5.04,45180,#musician #bandlife #beatmaker #instamusic,2025-09-22 17:53:51,carousel,music,17,Monday,evening,7179.02,-62.03,-60.51,soulful music life fits perfectly musician
The analog music standard i hold myself to 🎧,2491,114,740,722,15554,47040,15.04,70892,#newmusic #musiclover #independentartist #musicislife,2025-02-24 07:01:24,image,music,7,Monday,morning,9065.9,-51.49,-66.39,analog music standard hold myself newmusic
The minimal music journey is the destination 🎵,1171,116,401,90,13192,37107,2.91,37950,#musicproducer #playlist #newrelease #musicgram,2025-01-01 15:40:39,carousel,music,15,Wednesday,afternoon,4416.81,-77.2,-71.5,minimal music journey destination musicproducer playlist
Hypnotic music and the rest falls into place 🎶,304,32,77,54,2664,5018,14.34,27139,#independentartist #musicstudio #musicianlife #musicproducer,2025-03-28 11:18:06,carousel,music,11,Friday,morning,980.74,-94.08,-94.24,hypnotic music rest falls into independentartist
Haunting music has changed how i see things 🎶,2245,93,844,338,30401,101691,24.56,38548,#music #livemusic #musicianlife #musicproduction,2025-09-26 20:59:12,image,music,20,Friday,evening,10361.78,-56.28,-34.31,haunting music changed things livemusic musicianlife
The infectious details in music matter most 🎧,282,18,35,60,2399,8086,26.61,65433,#musiclover #musician #music #musicfestival,2025-06-11 17:57:36,reel,music,17,Wednesday,evening,929.53,-94.51,-94.82,infectious details music matter most musiclover
Orchestral music unlocked a new level for me 🎵,1036,194,603,117,3108,8519,12.58,20108,#songwriting #newrelease #music #musicproduction,2025-11-17 00:26:32,reel,music,0,Monday,night,3606.97,-79.83,-93.28,orchestral music unlocked level songwriting newrelease
The warm music aesthetic i live for 🎵,4615,573,2366,1363,42476,107363,6.72,77552,#songwriting #beatmaker #musicianlife #musicvideo,2025-01-24 01:17:37,carousel,music,1,Friday,night,21146.69,-10.13,-8.22,warm music aesthetic live songwriting beatmaker
Orchestral music and i never felt more like myself 🎵,160,29,46,15,628,1238,23.3,71348,#musicfans #songwriting #musician #nowplaying,2025-09-26 22:19:13,carousel,music,22,Friday,night,411.54,-96.88,-98.64,orchestral music never felt more musicfans
The mesmerizing music process is as good as the result 🎶,2301,401,1291,289,21911,74875,14.74,42589,#beatmaker #instamusic #musicvideo #musicalbum,2025-04-28 07:43:59,reel,music,7,Monday,morning,10382.8,-55.19,-52.66,mesmerizing music process good result beatmaker
The genre-bending music ritual i will never skip 🎸,777,88,165,216,5080,8281,3.8,45010,#playlist #musicfestival #musicvideo #independentartist,2025-06-04 19:18:31,reel,music,19,Wednesday,evening,2422.4300000000003,-84.87,-89.02,genre bending music ritual will playlist
Electrifying music taught me what discipline means 🎧,2671,466,1173,360,29407,47300,12.89,99999,#musicstudio #playlist #musicianlife #indiemusic,2025-02-11 02:11:06,carousel,music,2,Tuesday,night,10159.35,-47.99,-36.46,electrifying music taught what discipline musicstudio
Raw music is the only therapy i need 🎶,5577,715,1260,1611,53673,155741,26.88,48954,#instamusic #music #beatmaker #livemusic,2025-10-07 08:21:45,carousel,music,8,Tuesday,morning,21545.88,8.6,15.98,music only therapy need instamusic beatmaker
Powerful music unlocked a new level for me 🎵,12312,2140,3645,2502,40870,101197,5.96,79761,#songwriting #musicianlife #bandlife #musicfans,2025-05-02 03:42:10,carousel,music,3,Friday,night,35832.41,139.75,-11.69,powerful music unlocked level songwriting musicianlife
Electrifying music is the investment worth making 🎵,520,33,310,89,3297,5940,10.53,70533,#newrelease #musicvideo #musician #independentartist,2025-06-16 08:23:33,carousel,music,8,Monday,morning,2060.05,-89.87,-92.88,electrifying music investment worth making newrelease
The vibrant music version of me shows up daily 🎸,3351,155,1019,738,38029,87327,20.19,33348,#musicfestival #newrelease #soundtrack #spotify,2025-08-28 15:46:13,carousel,music,15,Thursday,afternoon,13143.26,-34.75,-17.83,vibrant music version shows daily musicfestival
Vibrant music taught me what discipline means 🎧,861,167,493,121,11234,17673,9.69,45220,#soundtrack #musicislife #beatmaker #musically,2025-10-05 15:46:38,carousel,music,15,Sunday,afternoon,3794.89,-83.23,-75.73,vibrant music taught what discipline soundtrack
Infectious music unlocked a new level for me 🎵,2944,294,756,600,41400,109413,13.15,92198,#musicianlife #music #musicislife #newmusic,2025-01-17 10:17:12,reel,music,10,Friday,morning,12364.39,-42.67,-10.54,infectious music unlocked level musicianlife musicislife
The tender way music makes me feel 🎵,199,38,78,16,902,1388,27.5,24529,#bandlife #recording #newmusic #beatmaker,2025-03-04 12:40:19,carousel,music,12,Tuesday,afternoon,567.74,-96.12,-98.05,tender music makes feel bandlife recording
The raw music results speak for themselves 🎸,3770,191,1779,524,21238,48761,12.62,45424,#playlist #musicproducer #musically #musicfans,2025-03-15 13:24:20,reel,music,13,Saturday,afternoon,13203.73,-26.59,-54.11,music results speak themselves playlist musicproducer
Melancholic music is my non-negotiable 🎧,3403,157,1946,486,35655,65331,15.17,38097,#livemusic #indiemusic #soundtrack #beatmaker,2025-12-11 23:11:12,image,music,23,Thursday,night,14441.68,-33.74,-22.96,melancholic music negotiable livemusic indiemusic soundtrack
The tender music community is unmatched 🎶,4017,560,724,909,55954,128878,16.53,20453,#musicianlife #musicvideo #musicproducer #musicalbum,2025-12-03 09:48:22,carousel,music,9,Wednesday,morning,15580.04,-21.78,20.9,tender music community unmatched musicianlife musicvideo
Lo-fi music taught me what discipline means 🎧,19776,3212,3154,4030,126164,391829,6.18,61679,#musician #instamusic #music #beatmaker,2025-10-02 02:07:54,reel,music,2,Thursday,night,59391.07,285.09,172.61,music taught what discipline means musician
My melancholic music ritual is non-negotiable 🎧,5160,538,2180,705,30640,63211,5.71,27273,#beatmaker #newrelease #indiemusic #music,2025-06-08 04:34:57,carousel,music,4,Sunday,night,17243.33,0.48,-33.79,melancholic music ritual negotiable beatmaker newrelease
My digital relationship with music 🎵,1470,100,388,182,4821,16385,20.77,64937,#singersongwriter #musicfans #musicfestival #beatmaker,2025-12-10 23:20:58,image,music,23,Wednesday,night,3912.6,-71.38,-89.58,digital relationship with music singersongwriter musicfans
Studio-perfect music and i cannot be stopped 🎶,1957,148,730,213,7521,21819,18.41,56807,#instamusic #newmusic #soundtrack #musicvideo,2025-04-25 13:51:52,image,music,13,Friday,afternoon,5816.62,-61.89,-83.75,studio perfect music cannot stopped instamusic
Analog music mornings hit differently 🎧,1169,174,198,325,14695,25312,19.09,23483,#musicislife #newmusic #playlist #beatmaker,2025-12-10 20:11:46,image,music,20,Wednesday,evening,4232.110000000001,-77.24,-68.25,analog music mornings differently musicislife newmusic
Another percussive music moment 🎵,11305,913,5478,2351,44683,103013,16.59,29940,#livemusic #recording #instamusic #indiemusic,2025-06-13 18:49:36,carousel,music,18,Friday,evening,40116.54,120.14,-3.45,another percussive music moment livemusic recording
The digital side of music most miss 🎸,8882,1340,1395,1157,115864,262634,20.01,30908,#musicproduction #livemusic #bandlife #soundtrack,2025-09-08 12:32:58,image,music,12,Monday,afternoon,30210.22,72.95,150.36,digital side music most miss musicproduction
Infectious music keeps me centered always 🎸,2464,400,1003,165,16510,25771,21.82,39621,#soundtrack #independentartist #musicfestival #music,2025-06-27 21:32:07,reel,music,21,Friday,evening,7566.63,-52.02,-64.33,infectious music keeps centered always soundtrack
Deep in minimal music thoughts 🎵,2316,167,573,392,34509,85241,8.89,74376,#musician #songwriting #musically #nowplaying,2025-11-28 20:22:42,image,music,20,Friday,evening,9493.68,-54.9,-25.43,deep minimal music thoughts musician songwriting
The ethereal music obsession continues 🎵,19776,1995,8661,4484,240633,578369,18.58,44114,#soundtrack #musicfans #musiclover #musicislife,2025-08-05 19:50:01,image,music,19,Tuesday,evening,88593.72,285.09,419.95,ethereal music obsession continues soundtrack musicfans
The infectious music version of me shows up daily 🎸,3447,210,2038,641,30055,47750,27.08,42269,#music #musicfestival #indiemusic #nowplaying,2025-07-23 05:21:54,carousel,music,5,Wednesday,morning,14419.25,-32.88,-35.06,infectious music version shows daily musicfestival
The hypnotic music path was right for me 🎶,3307,373,904,270,10417,28365,20.23,33030,#musicfestival #singersongwriter #musically #recording,2025-02-14 02:17:58,reel,music,2,Friday,night,8200.8,-35.6,-77.49,hypnotic music path right musicfestival singersongwriter
Orchestral music energy today and every day 🎶,860,94,437,178,12657,21977,20.89,58613,#musicgram #musicislife #livemusic #musicproducer,2025-11-30 23:20:13,image,music,23,Sunday,night,3997.16,-83.25,-72.65,orchestral music energy today every musicgram
Lo-fi music and i found our rhythm 🎶,3896,466,1543,755,56517,170689,3.55,91564,#musicalbum #musiccommunity #indiemusic #musically,2025-02-08 19:10:51,reel,music,19,Saturday,evening,18736.52,-24.14,22.12,music found rhythm musicalbum musiccommunity indiemusic
The emotional music ritual i will never skip 🎸,3162,130,1287,868,22149,70715,2.36,47764,#musicstudio #newmusic #livemusic #music,2025-08-08 20:08:13,reel,music,20,Friday,evening,12855.9,-38.43,-52.14,emotional music ritual will never musicstudio
The lo-fi side of music most miss 🎸,5547,429,3040,1522,79403,178939,29.45,84260,#nowplaying #musically #soundtrack #spotify,2025-10-26 07:22:33,image,music,7,Sunday,morning,28571.32,8.01,71.57,side music most miss nowplaying musically
The warm music journey is the destination 🎵,2464,469,518,433,11220,17291,16.96,11893,#spotify #newrelease #songwriting #musician,2025-06-21 21:28:12,carousel,music,21,Saturday,evening,6396.73,-52.02,-75.76,warm music journey destination spotify newrelease
The studio-perfect music aesthetic i live for 🎵,845,110,295,133,5314,13524,4.04,88309,#musician #musiclover #independentartist #instamusic,2025-12-10 17:40:37,reel,music,17,Wednesday,evening,2800.42,-83.55,-88.52,studio perfect music aesthetic live musician
